%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,mocap.linear.x,mocap.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1.61300074984194E+018,11,1.61300074982948E+018,odom,base_link,-1.00105190277,3.71089243889,0,0,0,0.79386719644,0.608091172782,0.00200329671249,-0.000261427408629,0,0,0,-3.01182737093
1.61300074984196E+018,12,1.61300074983786E+018,odom,base_link,-1.00104308128,3.71089863777,0,0,0,0.79386639498,0.608092219093,-0.00133539069003,0.000739455616872,0,0,0,0.505707999795
1.61300074988989E+018,13,1.61300074984836E+018,odom,base_link,-1.0010176897,3.71089053154,0,0,0,0.793864622687,0.60809453282,-0.00306846279893,-0.000771937814164,0,0,0,-0.246457181877
1.61300074988991E+018,14,1.6130007498577E+018,odom,base_link,-1.00102674961,3.71089220047,0,0,0,0.793865280263,0.608093674357,0.00123189905344,0.000178822313429,0,0,0,2.99743965194
1.61300074988992E+018,15,1.61300074986782E+018,odom,base_link,-1.00085353851,3.71081566811,0,0,0,0.793853627364,0.608108886895,-0.0217244402041,-0.00756397617551,0,0,0,-0.335050901195
1.61300074988993E+018,16,1.613000749878E+018,odom,base_link,-1.00102949142,3.71089100838,0,0,0,0.793865514232,0.608093368911,0.0219231599178,0.00739717710403,0,0,0,2.81617416899
1.61300074988994E+018,17,1.61300074988834E+018,odom,base_link,-1.00103378296,3.71089220047,0,0,0,0.793865817441,0.608092973071,0.000526794305711,0.000115310993844,0,0,0,2.92609956086
1.61300074993401E+018,18,1.61300074989787E+018,odom,base_link,-1.00086116791,3.71082925797,0,0,0,0.79385393014,0.608108491637,-0.0229927973157,-0.00660677194285,0,0,0,-0.27980289783
1.61300074993404E+018,19,1.61300074990799E+018,odom,base_link,-1.00082826614,3.71081542969,0,0,0,0.793851701939,0.608111400427,-0.00412416688726,-0.00136589489635,0,0,0,-0.319822951912
1.61300074993405E+018,20,1.61300074991788E+018,odom,base_link,-1.00103294849,3.71089506149,0,0,0,0.793865694763,0.608093133227,0.0262581882602,0.00805013325129,0,0,0,2.84411370198
1.61300074993405E+018,21,1.61300074992799E+018,odom,base_link,-1.00085532665,3.71084356308,0,0,0,0.793853189285,0.608109458784,-0.0222928747542,-0.00509325826522,0,0,0,-0.224614994152
1.61300074993825E+018,22,1.61300074993798E+018,odom,base_link,-1.00085604191,3.71083855629,0,0,0,0.79385334706,0.608109252817,9.08323100079E-05,-0.000501037859428,0,0,0,-1.75013686911
1.61300074994807E+018,23,1.61300074994783E+018,odom,base_link,-1.00085377693,3.71083450317,0,0,0,0.793853257557,0.608109369659,-0.00029207465295,-0.000411861625839,0,0,0,-0.953950967906
1.61300074999392E+018,24,1.61300074995779E+018,odom,base_link,-1.00086867809,3.7108309269,0,0,0,0.793854469391,0.608107787673,0.0018974100773,-0.000358843090779,0,0,0,-2.95467769108
1.61300074999394E+018,25,1.61300074996787E+018,odom,base_link,-1.0010433197,3.71090102196,0,0,0,0.793866364068,0.608092259448,0.0219841501849,0.00695314886807,0,0,0,2.83526772329
1.61300074999395E+018,26,1.61300074997799E+018,odom,base_link,-1.00100767612,3.710896492,0,0,0,0.793863735087,0.608095691577,-0.00446963726414,-0.000447627574237,0,0,0,-0.0998157036641
1.61300074999397E+018,27,1.6130007499875E+018,odom,base_link,-1.00086128712,3.7108361721,0,0,0,0.793853796808,0.608108665695,-0.0195302073866,-0.00634148762301,0,0,0,-0.313961891861
1.61300075003792E+018,28,1.61300074999801E+018,odom,base_link,-1.00102114677,3.71089553833,0,0,0,0.793864783572,0.608094322786,0.019313088515,0.00565176948152,0,0,0,2.85690236294
1.61300075003794E+018,29,1.61300075000801E+018,odom,base_link,-1.00103104115,3.71090078354,0,0,0,0.793865431198,0.608093477311,0.00125534556491,0.000524408860291,0,0,0,2.745886781
1.61300075003795E+018,30,1.61300075001849E+018,odom,base_link,-1.00071072578,3.71077275276,0,0,0,0.793843602963,0.608121972991,-0.0387871048821,-0.0122167622902,0,0,0,-0.305133247812
1.61300075003796E+018,31,1.61300075002763E+018,odom,base_link,-1.00105535984,3.71089410782,0,0,0,0.79386742609,0.608090872973,0.0478397097147,0.0132745670727,0,0,0,2.87092218566
1.61300075008212E+018,32,1.61300075003795E+018,odom,base_link,-1.0008585453,3.71082901955,0,0,0,0.793853734735,0.608108746728,-0.0242085030887,-0.00630878387424,0,0,0,-0.254931840123
1.61300075008215E+018,33,1.61300075004992E+018,odom,base_link,-1.00084590912,3.71084308624,0,0,0,0.79385247979,0.608110384989,-0.00134009376104,0.00117555640336,0,0,0,0.720085690015
1.61300075008216E+018,34,1.61300075005776E+018,odom,base_link,-1.00085377693,3.71084070206,0,0,0,0.793853129855,0.608109536366,0.00127272066334,-0.000303914414863,0,0,0,-2.90719101036
1.61300075008217E+018,35,1.61300075006779E+018,odom,base_link,-1.00070559978,3.71077108383,0,0,0,0.793843245792,0.608122439242,-0.0187440831218,-0.00693965793628,0,0,0,-0.354583899549
1.61300075008218E+018,36,1.61300075007845E+018,odom,base_link,-1.00102293491,3.71090269089,0,0,0,0.793864772782,0.608094336872,0.0378052573571,0.0123550744071,0,0,0,2.82572601917
1.61300075012597E+018,37,1.61300075008778E+018,odom,base_link,-1.00102746487,3.71090936661,0,0,0,0.793864981224,0.608094064752,0.000615603563294,0.00071488749365,0,0,0,2.28171051874
1.61300075012599E+018,38,1.61300075009743E+018,odom,base_link,-1.00085747242,3.71084570885,0,0,0,0.793853308975,0.608109302534,-0.0223597590115,-0.00659813191671,0,0,0,-0.286945756796
1.613000750126E+018,39,1.61300075010797E+018,odom,base_link,-1.00103783607,3.71089720726,0,0,0,0.793866023847,0.608092703608,0.0217261243659,0.00488831545413,0,0,0,2.92028095058
1.61300075012601E+018,40,1.61300075011849E+018,odom,base_link,-1.00085282326,3.71083950996,0,0,0,0.793853081571,0.608109599399,-0.0223007879096,-0.00548032098733,0,0,0,-0.240970551495
1.61300075012859E+018,41,1.61300075012829E+018,odom,base_link,-1.00103807449,3.71089839935,0,0,0,0.793866017496,0.6080927119,0.0240031922412,0.00601280447994,0,0,0,2.89614326853
1.61300075013803E+018,42,1.61300075013771E+018,odom,base_link,-1.00104188919,3.71089172363,0,0,0,0.793866446385,0.608092151984,0.000513577600038,-0.000708233175372,0,0,0,-2.19820497272
1.61300075018192E+018,43,1.61300075014803E+018,odom,base_link,-1.00085353851,3.71083784103,0,0,0,0.793853170584,0.608109483197,-0.0231717200987,-0.00522362228294,0,0,0,-0.221724564571
1.61300075018193E+018,44,1.61300075015799E+018,odom,base_link,-1.00103497505,3.71090316772,0,0,0,0.793865682532,0.608093149195,0.0231244392657,0.00656098826101,0,0,0,2.86513284102
1.61300075018194E+018,45,1.61300075016795E+018,odom,base_link,-1.00105071068,3.71090197563,0,0,0,0.793866908908,0.608091548157,0.00200428828117,-0.000119651569613,0,0,0,-3.08196563546
1.61300075018194E+018,46,1.61300075017766E+018,odom,base_link,-1.00070989132,3.7107770443,0,0,0,0.79384345082,0.608122171599,-0.0445234058524,-0.0128607900957,0,0,0,-0.281200543745
1.61300075022993E+018,47,1.61300075018737E+018,odom,base_link,-1.00085353851,3.71074032784,0,0,0,0.79385517947,0.608106860699,0.0187812189582,-0.00378285408425,0,0,0,-2.94283510365
1.61300075022994E+018,48,1.61300075019799E+018,odom,base_link,-1.0010433197,3.71090102196,0,0,0,0.793866364068,0.608092259448,0.02267782979,0.015131447114,0,0,0,2.55319652834
1.61300075022995E+018,49,1.6130007502078E+018,odom,base_link,-1.00086247921,3.7108297348,0,0,0,0.793854020475,0.60810837371,-0.0233884164535,-0.00726521658388,0,0,0,-0.301183170657
1.61300075022995E+018,50,1.61300075021925E+018,odom,base_link,-1.00084722042,3.71083593369,0,0,0,0.793852727295,0.608110061885,-0.00169174235121,0.000541576410817,0,0,0,0.309820291961
1.61300075022997E+018,51,1.61300075022787E+018,odom,base_link,-1.00084745884,3.71083426476,0,0,0,0.793852779887,0.60810999323,3.50916192314E-05,-0.000193568013211,0,0,0,-1.75013686911
1.61300075027392E+018,52,1.61300075023904E+018,odom,base_link,-1.00087559223,3.71074557304,0,0,0,0.793856755913,0.60810480272,0.00319563239998,-0.00793870917646,0,0,0,-1.95348874927
1.61300075027394E+018,53,1.61300075024772E+018,odom,base_link,-1.00086236,3.71074414253,0,0,0,0.793855774684,0.608106083674,-0.00193389474782,-0.000164749173797,0,0,0,-0.0849851578003
1.61300075027395E+018,54,1.61300075025734E+018,odom,base_link,-1.00119948387,3.71085810661,0,0,0,0.793879175184,0.608075534132,0.0444805963504,0.0118489872588,0,0,0,2.88125275167
1.61300075027396E+018,55,1.61300075026762E+018,odom,base_link,-1.00085818768,3.71083664894,0,0,0,0.793853550248,0.608108987566,-0.0421240490298,-0.00208695656716,0,0,0,-0.0495026388277
1.61300075027806E+018,56,1.61300075027788E+018,odom,base_link,-1.00085222721,3.71084070206,0,0,0,0.793853011486,0.60810969089,-0.00073728693459,0.000395073222407,0,0,0,0.491912532964
1.6130007502877E+018,57,1.61300075028753E+018,odom,base_link,-1.00086987019,3.7108361721,0,0,0,0.793854452387,0.60810780987,0.00232013212624,-0.000469425570812,0,0,0,-2.94196051627
1.61300075032995E+018,58,1.613000750298E+018,odom,base_link,-1.00087726116,3.7108361721,0,0,0,0.793855016912,0.608107072911,0.000895995198172,0,0,0,0,3.14159265359
1.61300075032997E+018,59,1.61300075030744E+018,odom,base_link,-1.00085687637,3.71083569527,0,0,0,0.793853469736,0.60810909267,-0.00274034066865,-5.05126997764E-05,0,0,0,-0.018430912816
1.61300075032998E+018,60,1.6130007503176E+018,odom,base_link,-1.00085783005,3.71083712578,0,0,0,0.793853513109,0.608109036049,0.000119187414426,0.000140881446393,0,0,0,2.27297067402
1.61300075032999E+018,61,1.61300075032752E+018,odom,base_link,-1.00087571144,3.71073698997,0,0,0,0.793856941846,0.608104559992,0.00228679405683,-0.0100913025252,0,0,0,-1.79364303716
1.6130007503779E+018,62,1.6130007503378E+018,odom,base_link,-1.00085783005,3.71083807945,0,0,0,0.793853493462,0.608109061697,-0.00220652770545,0.00982983260601,0,0,0,1.34998396455
1.61300075037792E+018,63,1.61300075034761E+018,odom,base_link,-1.00120341778,3.71086287498,0,0,0,0.793879377371,0.608075270164,0.0446998102868,0.00252727757418,0,0,0,3.08511389509
1.61300075037792E+018,64,1.61300075035773E+018,odom,base_link,-1.00085711479,3.71083569527,0,0,0,0.793853487947,0.608109068897,-0.04344313884,-0.00268684151856,0,0,0,-0.061768638898
